"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","age_num","na_count"
"Jove-Adult","services","married","high.school","no","yes","no","telephone","may","mon",241,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",43,0
"Jove-Adult","management","married","university.degree","no","yes","yes","telephone","may","thu",807,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",45,0
"Jove-Adult","unemployed","married","basic",NA,"yes","no","telephone","may","wed",83,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",45,1
"Jove-Adult","services","married","basic","no","yes","no","telephone","may","tue",518,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,0
"Jove-Adult","services","married","basic","no","yes","yes","telephone","may","thu",60,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",45,0
"Adult","services","married","high.school","no","no","no","telephone","may","tue",60,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",46,0
"Jove","blue-collar","married","professional.course","no","yes","no","telephone","may","tue",116,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",23,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","tue",105,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,1
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","mon",325,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","mon",300,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,1
"Jove-Adult","services","married","high.school","no","no","no","telephone","may","fri",460,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",44,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","thu",117,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",42,0
"Adult","blue-collar","married","basic","no","no","no","telephone","may","tue",192,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",49,2
"Jove-Adult","admin.","married","basic",NA,"yes","no","telephone","may","mon",215,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,1
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","thu",103,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",45,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","thu",116,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",45,1
"Adult","services","married","basic","no","no","no","telephone","may","thu",249,5,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",58,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","tue",227,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",30,0
"Jove-Adult","blue-collar","single","basic","no","no","no","telephone","may","mon",178,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",32,0
"Adult","management","married","university.degree","no","yes","no","telephone","may","tue",379,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,0
"Adult","admin.","married","high.school","no","yes","no","telephone","may","mon",166,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",56,0
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","tue",243,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",135,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,1
"Jove-Adult","management","divorced","university.degree",NA,"yes","no","telephone","may","tue",205,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,1
"Jove-Adult","technician","single","university.degree",NA,"no","no","telephone","may","tue",160,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",41,1
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","wed",83,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",44,0
"Jove-Adult","management","married","university.degree",NA,"no","no","telephone","may","tue",730,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",44,1
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","thu",383,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,1
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","tue",210,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",28,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","fri",116,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",56,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","thu",403,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",38,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","yes","telephone","may","thu",26,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",34,1
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","mon",216,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","admin.","married","high.school","no","yes","yes","telephone","may","fri",87,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,0
"Jove-Adult","blue-collar","single","high.school","no","yes","no","telephone","may","wed",245,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Jove-Adult","management","married","university.degree","no","no","no","telephone","may","tue",134,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",29,0
"Adult","blue-collar","single","basic",NA,"yes","yes","telephone","may","thu",184,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",50,1
"Adult","unemployed","married","basic",NA,"yes","yes","telephone","may","mon",174,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",54,1
"Jove-Adult","management","married","basic",NA,"no","no","telephone","may","mon",189,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",43,1
"Adult","blue-collar","married","high.school",NA,"no","yes","telephone","may","thu",109,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",53,1
"Adult","services","married","basic","no","yes","no","telephone","may","mon",117,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",51,0
"Adult","technician","married","basic","no","yes","no","telephone","may","tue",271,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",47,0
"Jove-Adult","services","divorced","high.school","no","no","no","telephone","may","thu",366,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",30,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","tue",308,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,2
"Adult","blue-collar","married","basic","no","no","no","telephone","may","thu",543,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",47,0
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","fri",187,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",31,0
"Adult","unemployed","married","basic",NA,"no","no","telephone","may","mon",611,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,2
"Adult","technician","married","professional.course","no","yes","no","telephone","may","tue",170,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",47,0
"Jove-Adult","blue-collar","single","high.school","no","yes","yes","telephone","may","mon",402,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,0
"Jove-Adult","management","divorced","university.degree","no","yes","no","telephone","may","mon",125,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,0
"Jove-Adult","blue-collar","married","high.school",NA,"yes","no","telephone","may","mon",73,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",44,1
"Jove-Adult","management","single","university.degree","no","no","no","telephone","may","tue",290,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,0
"Jove-Adult","admin.","married","university.degree","no","no","no","telephone","may","tue",174,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",34,0
"Jove-Adult","technician","married","university.degree","no","no","no","telephone","may","fri",338,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",40,0
"Adult","technician","married","professional.course","no","no","no","telephone","may","tue",79,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",47,0
"Adult","self-employed","married","university.degree","no","yes","no","telephone","may","thu",303,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",53,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","thu",112,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",41,0
"Adult","technician","married","professional.course","no","yes","no","telephone","may","thu",237,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",48,0
"Jove-Adult","blue-collar","married","high.school","no","yes","no","telephone","may","thu",89,5,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",45,0
"Jove-Adult","technician","married","university.degree","no","yes","no","telephone","may","thu",330,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",35,0
"Jove-Adult","self-employed","single","university.degree","no","yes","no","telephone","may","tue",242,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",32,0
"Jove-Adult","management","married","basic","no","yes","no","telephone","may","fri",257,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",43,0
"Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",507,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",50,1
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","mon",322,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",27,1
"Jove-Adult","management","married","university.degree",NA,"no","no","telephone","may","thu",184,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",41,1
"Adult","admin.","married","high.school","no","no","no","telephone","may","thu",294,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",55,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","wed",123,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","fri",1534,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",43,0
"Jove-Adult","management","married","university.degree",NA,"no","no","telephone","may","mon",102,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",34,1
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","fri",154,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",34,0
"Adult","blue-collar","single","basic",NA,"yes","no","telephone","may","fri",160,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",52,1
"Adult","blue-collar","single","basic","no","no","no","telephone","may","fri",131,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",47,0
"Jove","technician","single","university.degree","no","yes","no","telephone","may","mon",174,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",25,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","mon",484,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",27,1
"Adult","management","married","high.school",NA,"yes","yes","telephone","may","wed",328,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",54,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","thu",74,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",35,0
"Adult","admin.","married","university.degree","no","yes","yes","telephone","may","thu",123,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",49,0
"Jove-Adult","technician","married","high.school","no","no","no","telephone","may","tue",180,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",28,0
"Jove-Adult","management","single","university.degree","no","no","no","telephone","may","fri",118,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",29,0
"Jove-Adult","unemployed","married","basic",NA,"no","no","telephone","may","mon",200,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",38,1
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","wed",62,5,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",54,0
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",79,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,3
"Jove-Adult","technician","married","university.degree","no","no","no","telephone","may","tue",210,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,0
"Jove-Adult","blue-collar","married","basic","no","no","yes","telephone","may","tue",60,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",32,0
"Jove-Adult","admin.","married","high.school","no","yes","yes","telephone","may","fri",1087,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",40,0
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","thu",352,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",42,0
"Jove-Adult","self-employed","married","basic",NA,"yes","no","telephone","may","tue",307.986737984367,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",39,2
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","tue",114,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,1
"Jove-Adult","services","married","high.school","no","no","no","telephone","may","mon",322,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",40,0
"Adult","unemployed","married","basic",NA,"yes","no","telephone","may","mon",84,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",52,1
"Jove-Adult","self-employed","single","basic",NA,"yes","no","telephone","may","tue",83,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,1
"Jove-Adult","management","married","high.school",NA,"no","no","telephone","may","wed",149,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,1
"Jove-Adult","technician","married","professional.course",NA,"no","no","telephone","may","tue",166,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,1
"Adult","admin.","married","university.degree","no","no","yes","telephone","may","mon",212,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,0
"Jove-Adult","admin.","single","university.degree","no","no","no","telephone","may","fri",94,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",39,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",50,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",42,1
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","may","mon",261,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",42,0
"Jove-Adult","unemployed","single","university.degree","no","yes","no","telephone","may","mon",240,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",43,0
"Adult","admin.","divorced","university.degree","no","yes","no","telephone","may","fri",412,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",55,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","wed",152,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",41,0
"Jove-Adult","admin.","married","basic","no","no","no","telephone","may","tue",80,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",33,2
"Adult","blue-collar","married","basic","no","yes","no","telephone","may","thu",149,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",52,0
"Jove","blue-collar","single","basic","no","yes","no","telephone","may","fri",247,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",25,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","fri",70,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",58,1
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","fri",134,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",42,0
"Jove-Adult","technician","married","university.degree","no","yes","no","telephone","may","fri",67,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",41,0
"Jove-Adult","blue-collar","married","professional.course",NA,"yes","yes","telephone","may","tue",111,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,1
"Jove-Adult","management","married","university.degree","no","no","no","telephone","may","thu",627,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",43,0
"Jove-Adult","services","single","high.school",NA,"no","no","telephone","may","fri",280,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",27,1
"Adult","unemployed","divorced","basic","no","yes","no","telephone","may","wed",96,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",54,1
"Jove-Adult","blue-collar","married","professional.course","no","no","no","telephone","may","tue",241,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","admin.","single","high.school","no","no","no","telephone","may","tue",165,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","tue",103,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Jove","blue-collar","married","basic","no","no","no","telephone","may","fri",483,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",25,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","wed",50,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",39,2
"Adult","self-employed","married","professional.course","no","no","no","telephone","may","tue",400,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",47,0
"Jove-Adult","admin.","divorced","university.degree","no","no","yes","telephone","may","tue",232,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",35,0
"Adult","management","married","university.degree","no","no","no","telephone","may","fri",659,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",59,0
"Jove-Adult","blue-collar","single","basic","no","yes","no","telephone","may","mon",143,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,0
"Adult","unemployed","married","university.degree","no","yes","yes","telephone","may","thu",272,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",49,0
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","tue",342,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",36,0
"Adult","unemployed","single","professional.course",NA,"yes","no","telephone","may","tue",145,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",53,1
"Jove-Adult","technician","married","university.degree","no","no","no","telephone","may","tue",309,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,0
"Jove-Adult","admin.","single","high.school","no","yes","yes","telephone","may","mon",56,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",37,0
"Adult","technician","single","university.degree",NA,"yes","no","telephone","may","wed",56,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",49,1
"Jove-Adult","blue-collar","married","professional.course",NA,"no","no","telephone","may","tue",128,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,1
"Adult","blue-collar","married","basic","no","no","no","telephone","may","wed",279,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",51,0
"Jove-Adult","admin.","married","professional.course","no","yes","yes","telephone","may","fri",95,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",35,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","tue",259,5,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","tue",203,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,0
"Jove-Adult","services","married","basic","no","yes","no","telephone","may","fri",162,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",27,0
"Adult","management","married","professional.course",NA,"yes","no","telephone","may","tue",699,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,1
"Jove-Adult","admin.","single","university.degree","no","no","no","telephone","may","wed",25,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",30,0
"Jove-Adult","admin.","single","university.degree","no","yes","yes","telephone","may","tue",194,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",27,0
"Adult","services","married","high.school",NA,"yes","no","telephone","may","wed",243,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",48,1
"Jove-Adult","blue-collar","married","basic",NA,"no","no","telephone","may","thu",166,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",36,1
"Adult","technician","married","professional.course",NA,"yes","no","telephone","may","tue",170,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",53,1
"Jove-Adult","services","married","high.school",NA,"yes","no","telephone","may","wed",376,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,1
"Jove-Adult","admin.","single","university.degree","no","no","no","telephone","may","tue",122,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",29,0
"Adult","unemployed","married","basic",NA,"no","no","telephone","may","tue",188,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",59,1
"Adult","unemployed","married","professional.course",NA,"no","yes","telephone","may","tue",518,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",58,1
"Jove-Adult","services","married","high.school","no","yes","yes","telephone","may","wed",27,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",29,0
"Jove-Adult","technician","divorced","professional.course","no","no","yes","telephone","may","fri",102,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",35,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","wed",275,6,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",38,0
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","thu",364,4,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",37,1
"Jove-Adult","self-employed","married","basic","no","yes","no","telephone","may","wed",474,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",34,0
"Adult","services","married","high.school",NA,"yes","no","telephone","may","mon",313,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",46,1
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","tue",1106,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",37,0
"Adult","technician","married","university.degree",NA,"no","yes","telephone","may","mon",123,7,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",54,1
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",502,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",39,1
"Jove-Adult","technician","married","university.degree","no","no","yes","telephone","may","mon",99,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Jove-Adult","services","married","high.school","no","yes","no","telephone","may","mon",226,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",37,0
"Adult","blue-collar","married","professional.course",NA,"yes","no","telephone","may","mon",214,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",58,1
"Jove-Adult","technician","single","professional.course",NA,"no","no","telephone","may","fri",384,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",34,1
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","fri",1054,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",34,1
"Jove-Adult","admin.","married","university.degree",NA,"no","no","telephone","may","wed",361,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",32,1
"Jove-Adult","unemployed","married","basic",NA,"no","no","telephone","may","mon",410,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",43,1
"Adult","blue-collar","married","basic",NA,"yes","yes","telephone","may","tue",266,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",55,1
"Jove-Adult","admin.","single","university.degree",NA,"yes","no","telephone","may","wed",229,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",32,1
"Jove-Adult","management","married","basic","no","yes","yes","telephone","may","mon",346,4,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",45,0
"Jove-Adult","technician","married","professional.course","no","yes","no","telephone","may","wed",327,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",40,0
"Adult","admin.","divorced","basic","no","no","no","telephone","may","tue",306,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,0
"Jove-Adult","blue-collar","single","basic","no","yes","no","telephone","may","wed",276,4,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",36,1
"Adult","admin.","married","basic",NA,"no","yes","telephone","may","wed",120,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",58,1
"Adult","management","married","basic",NA,"yes","yes","telephone","may","tue",381,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",54,1
"Adult","unemployed","married","basic","no","no","no","telephone","may","fri",322,5,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",46,0
"Jove-Adult","blue-collar","married","basic","no","yes","yes","telephone","may","thu",166,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",30,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","tue",276,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",38,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","mon",312,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",35,0
"Adult","blue-collar","married","basic","no","no","no","telephone","may","fri",207,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",49,0
"Jove-Adult","technician","married","professional.course","no","no","no","telephone","may","fri",194,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",36,0
"Adult","self-employed","married","university.degree",NA,"no","no","telephone","may","thu",826,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",51,1
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","may","tue",297,3,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",27,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","may","mon",463,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",50,1
"Jove-Adult","blue-collar","married","basic",NA,"yes","no","telephone","may","tue",336,3,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",44,2
"Adult","admin.","married","high.school",NA,"yes","yes","telephone","may","fri",280,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",50,1
"Jove-Adult","unemployed","single","university.degree","no","yes","no","telephone","may","fri",237,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",40,0
"Adult","services","married","professional.course",NA,"no","no","telephone","may","fri",328,7,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",51,1
"Jove-Adult","technician","married","university.degree",NA,"no","no","telephone","may","thu",257,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",38,1
"Jove-Adult","unemployed","married","university.degree","no","no","no","telephone","may","tue",246,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",26,0
"Jove-Adult","admin.","married","high.school","no","yes","no","telephone","may","fri",93,3,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",43,0
"Jove-Adult","services","married","high.school",NA,"no","no","telephone","may","tue",231,1,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",31,1
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","may","fri",157,1,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",31,0
"Adult","technician","married","professional.course",NA,"no","no","telephone","may","thu",206,2,"No","nonexistent",1.1,93.994,-36.4,4.855,5191,"no",59,1
"Adult","unemployed","married","basic",NA,"yes","no","telephone","may","tue",121,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"no",57,1
"Jove-Adult","blue-collar","divorced","basic",NA,"yes","no","telephone","may","tue",148,1,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"no",44,1
